,message
3045,巴西莓有什么功效
3050,巴西莓对人体的好处
3051,如果得了糖尿病怎么吃比较合适
3058,巴西莓对人体的功效
3063,巴西莓对我有什么改善
3068,巴西莓哪里生产的？
3071,巴西莓是进口的吗？
3074,什么是巴西莓？
3077,巴西莓的作用是什么？
3082,巴西莓的进口会有腐烂吗？
3085,巴西莓的进口会有腐烂的给到我们吗？
3088,白藜芦醇植物是什么？
3091,白藜芦醇植物的功效？
3094,白藜芦醇植物的好处是什么
3101,白藜芦醇植物是从哪里来的？
3102,许汪洋
3107,白藜芦醇植物有什么作用？
3108,减肥期间要怎么吃？
3111,糖尿病的治疗有「偏方」吗？
3117,王彦彬
3122,减肥期间要怎么进食
3123,打胰岛素会不会洗肾？
3129,吃饭有什么技巧？
3132,稳小糖
3134,糖尿病可以用土方法治愈吗
3137,吃饭有很么顺序？
3140,"玛卡（Maca）是什么？玛卡成分为何？
"
3144,吃什么有什么顺序
3147,吃饭有什么顺序？
3150,有什么吃饭的小妙招
3154,打胰岛素有什么副作用
3157,胰岛素是否对视力或肾脏有副作用
3161,进食有什么小妙招
3162,胰岛素可以携带保存吗
3169,胰岛素是否有依赖性
3172,糖尿病使用胰岛素后是否永久依赖？
3175,胰岛素具体是什么
3178,祖传偏方可以治疗糖尿病吗
3182,舒全彬
3183,胰岛素不吃了会有影响吗
3187,糖尿病人开始胰岛素治疗后能否停用？
3190,什么是玛卡
3193,吃metformin 肠胃不适该怎么处理？
3197,metformin是什么
3200,玛卡是什么形状的
3203,NMN具体是什么？
3205,玛卡生长在哪里
3208,怀孕时注射胰岛素会影响胎儿吗？
3209,玛卡有哪些成分
3216,NMN有什么副作用
3217,玛卡含有哪些营养成分
3223,"玛卡的每日建议摄取量是多少？
"
3227,NMN具体功效及补充原因？
3232,NMN具体功效
3237,稳小雪
3239,糖尿病人必须补充NMN吗
3242,诺丽果是什么
3243,metformin和糖尿病的关系
3249,怀孕后注射胰岛素次数需不需要减少？
3252,metformin的替代品有吗
3254,"每个人都要吃益生菌吗？
"
3258,孕妇可以吃吗
3260,打GLP-1肠胃不适该怎么处理？
3264,孕妇可以吃益生菌吗
3267,GLP-1是什么
3270,儿童可以吃益生菌吗
3273,Gaba是什么?
3276,什么人群适合补充益生菌
3280,民间治疗方式可以改善糖尿病吗
3283,益生菌有益排便不畅者吗
3286,什么人不需要补充益生菌
3287,药吃的多是不是代表病情比较严重？
3290,民间秘方可以治疗糖尿病吗
3297,糖尿病不用药能自动痊愈吗
3300,糖尿病用药要注意些什么
3303,糖尿病治疗有什么秘方吗
3306,糖尿病和其他病的用药会有冲突吗
3309,用药的量有要求吗
3312,糖尿病可以通过吃药痊愈吗
3315,糖尿病有治好的可能吗？
3318,糖尿病的征兆是什么
3321,"哪些人需要补充辅酶Q10？
"
3325,得了糖尿病的征兆是什么
3328,孕妇可以补充辅酶Q10吗
3331,儿童可以补充辅酶Q10吗
3334,什么人群适合补充辅酶Q10
3338,如果要出去玩或出国，胰岛素该怎么携带保存？
3342,中药可以治疗糖尿病吗？
3343,辅酶Q10有益排便不畅者吗
3348,怀孕后注射胰岛素是否会食欲不振？
3351,怀孕后注射胰岛素犯恶心怎么办？
3352,胰岛素没有及时注射会有生命危险吗
3355,中医可以治疗糖尿病吗
3360,怀孕后注射胰岛素是否可以使用护肤品吗？
3364,怀孕后注射胰岛素打的多了会影响胎儿吗？
3368,胰岛素的保质期是多少
3371,只有西医可以治疗糖尿病吗
3374,胰岛素有多少种
3376,糖尿病人可以结婚吗？
3379,国内和国外的胰岛素区别是什么
3382,胰岛素小孩能用吗
3385,稳小云
3386,GLP-1的替代品是什么
3390,"什么是α硫辛酸？
"
3393,GLP-1是减肥药吗
3396,抗氧化剂有什么作用？
3398,GLP-1对于肠胃有什么影响
3402,排毒有什么好处？
3404,"GLP-1的价格
"
3407,检测酮体的费用大概是多少
3408,糖尿病人可以找对象吗？
3414,糖尿病人可以有两性生活吗？
3418,糖尿病人可以怀孕生宝宝吗？
3421,糖尿病人可以做长跑运动吗？
3424,糖尿病人可以正常交朋友吗？
3427,诺丽果是什么形状的
3432,排毒好处有哪些？
3435,糖尿病人需要高蛋白食物吗？可以服用维他命吗？
3438,稳小娱
3441,诺丽果的功效有哪些？
3445,陈文锦
3447,"诺丽果有味道吗
"
3450,儿童与青少年多久接受一次健康体位筛检？
3454,一型糖尿病中药可以治愈吗
3457,诺丽果有什么营养成分
3458,诺丽果是什么功效？
3468,诺丽果对什么好？
3469,诺丽果对身体有什么帮助吗
3470,小孩子需要多久体检一次
3476,什么人不需要补充辅酶Q10
3483,小学生健康体位筛检什么项目
3486,诺丽果是食品吗
3490,诺丽果的好处？
3494,中学生需要多久健康体检一次
3497,α硫辛酸的主要成分有哪些？
3498,幼儿园小朋友需要多久定期体检
3503,高中生一般多久体检一次
3506,过重与肥胖对儿童日后的健康有什么危险？
3507,诺丽果有什么营养？
3511,糖尿病人可以吃水果吗？
3517,小孩子太胖了对健康会有影响吗？
3520,吃中药糖尿病能好吗
3523,诺丽果适合什么人吃？
3531,玛卡对人体有好处吗
3534,诺丽果的益处？
3535,儿童过重与肥胖对日后健康有哪些危害？
3536,玛卡食用过多有风险吗
3545,玛卡每日可以摄取4000毫克吗
3549,过重肥胖对于小孩健康影响吗？
3553,玛卡对人体有坏处吗
3556,诺丽果对身体好吗？
3557,太胖的小孩有什么危险
3560,玛卡可以几天吃一次
3565,糖尿病人可以吃维生素C吗？
3568,3；糖尿病人可以吃维生素B吗？
3571,糖尿病人可以吃中药吗？
3574,糖尿病人可以吃花生吗？
3577,α硫辛酸为什么能抵御皮肤发炎？
3580,儿童肥胖会影响糖尿病吗？
3581,诺丽果的功能？
3587,青少年过重或者肥胖会增加日后心脏血管疾病吗？
3590,肥胖与环境有关系吗？
3591,诺丽果的营养成分有哪些？
3599,糖尿病药会不会伤肝肾？
3603,肥胖和环境有什么关联
3607,诺丽果富含什么？
3611,身体发胖跟环境有关吗?
3615,肥胖是遗传的吗？
3618,饮食习惯和生活方式和肥胖有关系吗？
3621,运动过少和肥胖有关系吗？
3624,诺丽果有些什么成分？
3625,糖尿病会传染或遗传吗？
3632,糖尿病会传染给小孩吗？
3636,诺丽果是怎么样的果实？
3637,糖尿病会遗传子女吗？
3644,糖尿病是通过什么途径传染
3647,身体毒素是怎么产生？
3649,糖尿病会传染吗？
3652,糖尿病会遗传吗？
3656,糖尿病会好吗？
3659,糖尿病能吃好吗？
3662,秋姜黄功效和红姜黄素功能有什么差别？
3663,诺丽果有多少种营养？
3664,糖尿病能治愈吗？
3673,秋姜黄功效和红姜黄素是生姜提取的吗
3674,糖尿病多运动好吗
3675,α硫辛酸有味道吗？
3683,诺丽果如何吃？哪些人最适合吃？
3684,糖尿病能治好吗？
3688,秋姜黄功效和红姜黄素对身体好吗
3691,诺丽果的吃法
3695,糖尿病如何才能好
3701,秋姜黄功效和红姜黄素可以一直吃吗
3707,诺丽果适合便秘的人吃吗？
3708,α硫辛酸可以长期服用 吗？
3714,"什么是紫檀芪？
"
3718,秋姜黄功效和红姜黄素有什么作用
3721,什么植物里有紫檀芪成分？
3725,诺丽果适合熬夜的人吃吗？
3728,诺丽果能怎么吃？
3732,白藜芦醇是什么？
3736,诺丽果什么注意事项（坏处、副作用）吗？
3737,糖尿病比较严重的话，吃中药有用吗
3740,什么人适合补充Gaba
3744,Gaba睡不着可以吃吗
3745,有人认为水果的糖份不会影响血糖，对吗？
3748,诺丽果的副作用？
3752,Gaba什么人都可以吃吗
3753,果糖会影响糖尿病吗
3756,Gaba可以长期吃吗
3757,哪些人不适合使用诺丽果？
3758,Gaba主要治疗什么
3762,Gaba有什么坏处
3763,蔗糖会影响糖尿病吗
3766,糖尿病药会不会伤心脏？
3770,糖尿病药会不会皮肤过敏？
3771,诺丽果会影响生理状况吗？
3777,糖尿病药在人体内代谢时间是多久？
3780,什么人需要补充NMN?
3781,诺丽果儿童能吃吗？
3782,糖尿病药可以和其他药一同服用吗？
3783,吃了很多水果会导致糖尿病吗
3784,NMN是什么
3791,NMN小孩可以吃吗
3792,糖尿病药是饭前服用还是饭后服用？
3795,NMN对身体好吗
3796,NMN可以美容吗
3797,NMN可以长期吃吗
3798,诺丽果的坏处
3799,用胰岛素治疗是不是表示我的糖尿病比较严重或已经末期了？
3807,用胰岛素治疗和非胰岛素的区别是？
3810,用胰岛素治疗可以完全恢复健康吗？
3813,糖尿病是否可完全康复？
3816,用胰岛素治疗打针和口服药那个效果好？
3819,什么情况下是必须使用胰岛素治疗？
3823,糖尿病有哪些治疗选择？
3826,吃了很多西瓜会影响血糖吗
3833,吃水果血糖会升高吗
3836,糖尿病人一旦接受胰岛素治疗，是否一辈子都必须注射胰岛素？
3839,糖尿病对胰岛素有依赖吗
3842,糖尿病血糖高到什么程度需要打胰岛素
3845,那些人需要紫檀芪？
3849,糖尿病胰岛素不能停的是吗
3852,糖尿病需要一直打胰岛素吗
3855,哪些人需要紫檀芪？
3858,糖尿病需要一直打胰岛素不能暂停吗
3861,胰岛素注射会使视力变坏，会伤害肾脏吗？
3865,打胰岛素会影响视力吗
3869,打胰岛素会影响肾脏吗
3870,紫檀芪有副作用吗？
3878,打胰岛素眼睛会看不见吗
3881,打胰岛素视力会变差吗
3884,有哪些人不适合服用紫檀芪？
3887,"褪黑激素功效有哪些？
"
3892,胰岛素注射有什么危害
3896,红景天能不能减缓疲劳
3899,抑郁症患者可以服用褪黑激素吗？
3902,红景天能不能调节情绪焦虑
3905,褪黑激素可能的副作用？
3908,什么时候服用褪黑激素？
3912,孕妇可以服用褪黑激素？
3915,褪黑激素为什么对抗炎有作用？
3918,褪黑激素是激素吗？
3922,褪黑激素可以长期服用吗？
3925,有哪些人不适合服用褪黑激素？
3928,"褪黑激素可能的副作用？
"
3932,褪黑激素有这么多副作用，为什么还需要它呢？
3936,褪黑激素的副作用会长期存在吗？
3939,长期服用褪黑激素会产生依赖性吗？
3940,"红景天什么时候吃最好？
"
3945,睡前能不能服用红景天？
3948,何时服用红景天最为适宜？
3951,褪黑激素是处方药吗？
3954,红景天一年四季都能吃吗
3957,红景天什么时候最好吃？
3960,喝酒会影响褪黑激素的功效吗？
3963,不同时间段服用红景天有啥区别吗
3966,什么时候服用红景天最合适
3969,进食有什么技巧？
3973,进食有哪些技巧？
3977,减重者每周应有多少运动量 ?
3980,每个礼拜云动力是多少？
3986,每个星期的运动量是多少？
3989,减肥的人每个礼拜要有多少的运动量？
3993,要减肥的话每周运动量是多少？
3997,减肥每周多少运动量比较合适
4000,反复减重有效吗 ?
4003,减肥减一段时间就放弃了，过段时间继续会有效果吗？
4006,反反复复的减肥会影响效果吗？
4009,断断续续的减肥还会有效吗？
4012,一会减一会不减，对以后的减肥会造成影响吗？
4015,坚持一段时间放弃了，过段时间再减肥会有影响吗？
4018,我去看医生，发现得了消化性溃疡，在饮食方面应该怎么吃呢 ?
4022,得了消化性溃疡，饮食要注意些什么？
4026,消化性溃疡，吃东西有什么忌讳？
4030,医生说我得了消化性溃疡，平时吃东西要注意什么？
4034,得了消化性溃疡能吃辣的吗？
4037,我得了消化性溃疡要忌口什么吗？
4041,消化性溃疡应该要避免吃那些东西呢 ?
4045,消化性溃疡什么东西不能吃？
4049,消化性溃疡能吃什么？
4052,消化性溃疡要如何预防 ?
4056,如何预防消化性溃疡？
4060,.怎么样才能避免得消化性溃疡？
4064,如何避免消化性溃疡的产生？
4068,不想得消化性溃疡，怎么才能有效预防？
4072,什么是间歇性断食法？
4076,间歇性断食是什么意思？
4080,间歇性断食是干嘛的？
4083,间歇性断食有科学依据吗？
4086,间歇性断食有哪些好处？
4089,间歇性断食有什么益处？
4092,间歇性断食好吗？
4097,稳小仪
4099,红景天是什么？
4102,红景天产自哪里 
4105,红景天长什么样
4108,红景天有什么作用
4113,红景天能抗什么
4116,红景天怎么做成药材的
4119,红景天孕妇可以吃吗？哪些人不适合吃？
4123,感冒了能吃红景天吗
4126,老年人能吃红景天吗
4129,小孩子误食了怎么办
4131,孕妇吃了会怎么样
4133,没毛病可以吃红景天吗
4136,红景天怎么吃？摄取量建议多少？
4139,红景天一顿要吃多少
4142,能和咖啡/茶一起吃吗
4145,过量服用会出现什么症状
4148,哪个时间段吃最好
4151,能和其他药一起吃吗
4153,姜黄素的功效有哪些？姜黄减肥有效吗
4157,吃了能减缓衰老吗
4160,吃了皮肤会变的好吗
4162,痘痘肌吃了有效果吗
4164,姜黄素怎么吃减肥效果
4167, 不运动吃姜黄素就能减肥吗
4171,如何串接API應用
4180,你們的平台能支援我們的會員制度嗎
4195,目前只提供英文版Chatbot嗎?
4200,智能機器人可服務哪些渠道
4207,行銷群發可篩選哪些條件
4211,智能機器人可以服務哪些渠道
4215,Coco
4217,"稳小智
"
4223,"益生菌要吃多久才有效？可以长期、每天吃吗？
"
4229,哪些人「不」适合间歇性断食？
4232,益生菌可以吃一天停一天吗
4235,间歇性断食适合哪些人？
4238,间歇性断食适合胃病的人吗？
4241,有没有特定的人群不适合间歇性断食
4244,益生菌吃了最快多长时间可以感到变化
4250,益生菌可以一直吃吗
4253,益生菌是吃了立刻就有效果的吗
4256,你好嗎
4259,王佳栋
4261,倪琪骏
4263,长辈年纪大应该比较担心营养不足的状况，不太需要担心胆固醇过高，是不是想吃什么就可以给他吃吗？
4266,长辈年纪大没有并发症有忌口问题吗
4269,长辈年纪大了，是否可以随意吃，只考虑营养
4274,njnkjnlmlk
4279,80岁的老人考虑营养问题 是否可以随便吃
4282,刘家豪
4284,减少摄取卡路里就一定会瘦吗？
4288,要控制醣类，蔬菜水果都要少吃吗？
4291,一直吃益生菌会有什么副作用吗
4294,卡路里是否和胖瘦有关
4297,肥胖是否与环境因素相关？
4301,"益生菌有无副作用?
"
4302,哪些人适用生酮饮食呢？
4308,少吃能瘦吗
4311,热量摄入少就一定能瘦吗
4312,益生菌会有那些副作用
4320,生活不规律会导致肥胖吗？
4324,日夜颠倒会胖吗
4327,生活不规律是否会导致体型变胖？
4328,有糖尿病的人适合间歇性断食吗？
4332,生酮饮食适合有高血压的人使用吗
4335,服用益生菌有那些注意事项
4343,用戶講話
4345,哺乳期可以间歇性断食吗？
4348,定时定点的吃饭是否就不会胖了
4351,三餐一定要定时吃才不会胖？
4354,规律的生活可以减肥吗
4358,贫血的人可以间歇性断食吗？
4364,间歇性断食是否适合每个人
4367,不吃早饭会胖吗
4370,吃饭定时就不会胖吗
4373,"改变吃东西的顺序能帮助减肥？
"
4376,有慢性病的人可以吃益生菌吗
4379,吃东西是否有顺序的说法
4380,2.糖尿病人是否可以生酮饮食
4385,吃东西顺序对减肥重要吗？
4388,服用益生菌有那些禁忌
4389,先喝汤后吃饭是不是会瘦
4394,吃饭先后顺序，影响体重？
4397,那些人不能吃益生菌
4400,"益生菌怎么吃? 吃益生菌有哪些禁忌？不能跟什么一起吃？
"
4404,吃素与体重的关系
4407,该如何执行间歇性断食法？
4411,喝水能否避免便秘
4418,益生菌直接吃就可以了吗
4419,生酮饮食脂肪每天要吃到占每天热量的70～80%，要怎么吃才对？哪些油是生酮的好朋友？
4422,只吃蔬菜或者水果会瘦吗？
4428,间歇性断食的时间表
4432,不吃东西瘦得快不快
4433,吃益生菌要注意些什么？
4439,间歇性断食法的具体方法
4443,怎么做才能间歇性断食？
4447,吃益生菌要加热吗
4450,间歇性断食怎么操作？
4454,生酮饮食期间吃猪肉可以吗
4458,吃了感冒药可以吃益生菌吗
4460,间歇性断食的规律
4464,橄榄油是不是生酮的好朋友
4471,执行断食期间该怎么吃？
4474,间歇性断食需要怎么改善饮食？
4477,断食期间饮食有何建议
4480,生酮饮食每顿吃多少
4481,间歇性断食在饮食方面需要注意什么？
4487,间歇性断食在吃的方面有什么讲究?
4490,3.玉米油对生酮饮食是否有帮助
4493,间歇性断食期间需要忌口吗？
4499,哪些油是生酮饮食的好选择
4503,怎么吃才能更好的做到间歇性断食？
4508,益生菌不能和什么一起吃
4511,生酮饮食有哪些优点？
4517,"紫檀芪有哪些健康益处?
"
4522,什么是生酮饮食？
4525,生酮饮食有什么好处？
4529,很多人生酮饮食油类多半选用椰子油，那要怎么挑椰子油？
4532,素食加工中会采用油炸吗？
4534,生酮饮食有什么用处？
4538,生酮饮食可能有什么副作用吗？
4542,生酮饮食是干嘛的？
4543,冷榨椰子油可以使用吗
4548,生酮饮食的作用是什么？
4552,生酮饮食中，椰子油的选择有什么需要注意的
4561,.生酮饮食会产生什么不好的副作用吗？
4565,素食中含概哪些配料？
4567,生酮饮食对身体会有危害吗？
4570,吃代餐真的可以减肥吗？
4574,吃代餐确定可以减肥？
4578,生酮饮食会对身体造成负担吗？
4582,减肥只能靠代餐？
4585,生酮饮食会影响身体健康吗？
4589,吃代餐，停用后会复胖吗
4592,代餐能帮助我减掉体重吗
4596,椰子油如何挑选
4599,椰子怎么挑选
4602,椰子油怎么挑选
4605,代餐中有哪些配料
4608,哪种椰子油适合生酮饮食
4620,空腹运动瘦更快？
4627,吃减肥药会反弹吗
4630,吃减肥药会伤身吗
4633,吃代餐与减肥药的区别
4636,听说减重期间不能吃淀粉类？
4640,生酮就是要大口吃很多肉吗？蛋白质要吃多少才恰当？
4644,生酮饮食期间可以大量吃肉吗
4648,减重期间可以吃米饭吗
4656,生酮饮食蛋白质摄取量多少最合适
4660,减重期间可以吃面条吗
4669,吃淀粉类会反弹？
4672,减重期间该吃什么？
4675,减重期间吃了淀粉类易发胖?
4679,不吃东西可以瘦得很快？
4683,生酮期间吃了很多的烤肉
4686,生酮饮食是不是意味着要吃很多肉吗
4690,喝水可以瘦吗
4697,吃菜可以瘦吗
4703,一定要吃代餐才能瘦吗
4706,禁食的风险
4709,想要瘦得快可以不吃东西吗
4713,多囊性卵巢症候群是什么？ 跟肥胖有关吗？
4718,"卵巢功能异常,跟肥胖有关吗"
4721,如何改善多囊性卵巢症候群
4724,多囊性卵巢症候群有什么特症
4727,比较胖的孕妇是不是也比较容易生出胖小孩？
4732,孕妇保健食品要饭前吃，还是饭后吃?
4736,孕妇营养过剩的影响？
4740,比较胖的孕妇对宝宝有什么影响？
4743,比较胖的孕妇是否需要减胖
4746,比较胖的孕妇有什么风险
4749,孕期营养素的建议标准及其摄取原则为何？
4754,在怀孕初期可以补充哪些孕妇保健食品，来保持孕期营养健康？
4757,孕期孕妇营养过剩的影响？
4760,怀孕过程中，有哪些营养素建议补充？
4763,孕期营养素摄取原则为何？如何计算
4768,妊娠糖尿病及其影响，如何预防及治疗？
4773,如何治疗妊娠糖尿病？
4778,紫檀芪有哪些健康益处
4783,妊娠糖尿病对胎儿的影响
4786,如何预防妊娠糖尿病？
4787,紫檀芪有什么作用
4793,妊娠糖尿病的影响与警示？
4798,配方奶喂养婴儿为何会增高肥胖风险？
4802,配方奶喂养婴儿的风险？
4805,喂母乳与奶瓶喂养的对比
4806,紫檀芪是什么
4810,請問六大中心特色
4814,紫檀芪对人体有什么作用
4819,喂母乳的优点
4824,请问碳水化合物是否影响减肥
4830,配方奶的缺点
4831,行銷中心特色
4835,牛奶不耐受，植物奶是合适替代吗
4836,紫檀芪对健康有好处吗
4843,孕妇奶粉补充哪些不足营养
4847,不吃碳水化合物就能减肥
4850,不吃碳水化合物，会影响健康吗
4853,减肥能吃碳水化合物吗
4856,减肥要少吃碳水化合物
4859,紫檀芪有什么益处
4864,"多补充绿藻锭才能预防便秘？
"
4867,"
绿藻锭能治便秘吗"
4871,绿藻锭能通便吗？
4874,你有男朋友嗎
4877,绿藻锭能治疗便秘吗？
4880,便秘可以长期吃螺旋藻吗？
4885,绿藻锭适合所有人群服用吗？
4888,服用绿藻锭有什么副作用吗？
4891,孕妇服用绿藻锭有什么副作用吗？
4894,多补充鱼油，宝宝才会更聪明？
4898,补充鱼油对宝宝的好处？
4903,鱼油补充的越多孩子会越聪明吗？
4907,鱼油能提高大脑智力吗？
4910,鱼油能提高宝宝大脑智力吗？
4914,鱼油能提高宝宝记忆力吗？
4917,鱼油能提高宝宝智力吗？
4921,鱼油对智力低下有用吗?
4924,鱼油对智力低下鱼油对智力低下的宝宝有用吗?
4928,鱼油对智力低下的宝宝有用吗?
4932,多补充柠檬酸钙才不容易胀气？
4936,你們老闆是誰
4963,"稳小优
"
4968,有什么副作用么
4971,发现有胀气的情形，可以食用柠檬酸钙吗？
4984,姜黄素的成份
4987,产地是哪里的
4989,影响睡眠么
4991,可以治疗癌症么
4993,"姜黄素禁忌有哪些？什么体质的人不能吃？
"
4997,可以和其它保健品一起吃么
5000,脂肪杆可以吃么
5002,肥胖可以吃么
5005,小孩子可以吃么
5007,什么时间段吃
5010,控糖期间，可以吃水果吗？ 
5013,"姜有什么好处？吃了会不会很燥热？
"
5020,吃了有什么反应
5023,吃了姜黄素不怕冷
5026,摄取量建议多少
5030,姜黄素具体有哪些益处？
5034,可以一直吃下去么
5036,什么要忌口
5039,吃了姜黄素，什么要忌口
5043,姜黄素可以一直吃下去么
5046,"薑黄素的好处有哪些？
"
5050,姜黄素是什么东西
5053,姜黄素怎么吃
5057,姜黄素吃多了有什么问题
5060,姜黄素几岁吃比较好
5063,姜黄素吃了会上火么
5066,黄敏仪
5068,每天食用柠檬酸钙可以预防胀气吗？
5072,智能
5078,食用柠檬酸钙会影响健康吗？
5081,孕妇可以多补充柠檬酸钙？
5084,柠檬酸钙能溶于水吗？
5086,.哪些食物含有柠檬酸钙？
5089,哪些食物含有柠檬酸钙？
5092,多补充铁剂才能预防贫血？
5096,聽不懂
5106,Alan
5108,吃得快容易胖？
5111,吃饭吃太快会不会长胖
5114,为什么进食速度快容易发胖
5117,为什么吃饭吃快了容易发胖
5124,吃饭吃得很快是不是也容易发胖
5131,吃得太快会胖吗
5134,"怎么戒了垃圾食物，控制饮食还是继续发胖？
"
5137,贫血能多补充铁剂？
5141,多补充铁剂会影响健康？
5144,多补充铁剂能治疗贫血吗？
5148,为什么不吃垃圾食品，控制饮食还会会长胖
5151,多补充铁剂防止贫血吗？
5155,多补充铁剂能防止贫血吗？
5159,控制饮食，不吃垃圾食品还会长胖是什么情况
5162,孕妇需要补充铁剂吗？
5166,要额外补充综合维他命？
5171,注意饮食，戒垃圾食品还会胖
5174,戒了垃圾食品，饮食上也有控制，为什么还会继续长胖呢
5177,如果控制饮食的基础上，不吃垃圾食品还会继续长胖的原因是什么
5180,"我的食量跟运动量成正比，大量运动反而变胖了怎么办？
"
5184,食量与运动量持平，为什么大量运动后还长胖了？
5188,进食量和运动量差不多，大量运动后体重反而上涨，这是为什么
5192,运动量和食量等比的情况下，为什么越运动越胖
5197,为什么越运动越会长胖？我吃的也不多
5200,健康保險成功案例
5201,健康保健成功案例
5202,运动量大了反而体重增加了是怎么回事
5207,"空腹运动瘦更快？
"
5211,可不可以空腹运动
5215,我想瘦的更快，是不是可以空腹运动
5222,空腹锻炼减肥更快吗
5226,空腹运动可以更快燃脂吗
5233,空腹运动和饭后运动哪个减肥效果好
5236,"运动后的「黄金补充期」是什么？
"
5239,案例分享
5240,成功案例
5243,控糖期间，可以吃碳水吗
5247,运动后能不能进食
5250,给我介绍一下运动后的黄金补充期是什么意思
5253,糖尿病人如何选择控糖食物
5257,控糖期间，可以喝碳酸饮料吗
5260,不吃早餐，可以让血糖控制较好吗？
5265,如果黄金补充期不吃东西会怎么样
5268,如果运动后的黄金补充期不吃东西会怎么样
5271,控糖期间，可以只吃水果嘛
5274,锻炼后的黄金补充期是多久
5277,控糖期间，可以吃肉嘛
5280,"除了水煮鸡胸肉,还有什么是「蛋白质圣品」？
"
5291,生酮饮食多建议自己在家煮，那么该如何烹调食物？
5295,除了鸡胸肉以外，含蛋白质比较高的食物是什么
5299,生酮饮食自己在家煮可以多加肉吗
5302,生酮饮食在家烹调有什么建议
5306,含优质蛋白质比较高的食物有哪些
5307,生酮饮食自己在家煮可以多吃蛋白质吗
5312,生酮饮食是否推荐大量摄入蛋白质
5316,蛋白质圣品有哪些
5323,生酮饮食自己在家煮可以油炸吗
5326,蛋白质圣品有哪些，除了水煮鸡胸肉
5327,"生酮饮食可以在户外做吗
"
5338,不想吃水煮鸡胸肉，帮我推荐其他蛋白质含量高的食品
5339,百貨零售
5345,"生理期可以运动吗？生理期间适合减重吗？
"
5346,健康保健
5351,家電3C
5354,消費電商
5359,生理期可以运动减重吗
5360,生酮饮食外出可以吃油炸的吗
5363,生酮饮食在外就餐
5373,生理期可以大量运动吗
5376,补充营养可以多吃肉吗
5379,月经期可以锻炼吗
5386,补充营养可以另外吃维生素片吗
5389,是否有必要在生酮饮食中额外补充某些营养品
5390,生理期大量运动是不是可以减重
5396,解決方案
5398,吃油、检测酮体，要花钱您知道吗？
5399,123456
5400,经期运动可以减脂吗
5406,網訊解決方案介紹
5407,检查要钱
5417,"运动后，该补充什么？
"
5418,詢問成功案例
5421,检测酮体要检查
5435,检测酮体的费用是多少
5439,吃油要另外花钱
5442,家中的长辈看网络提到说高血脂症，只要不吃蛋黄跟海鲜就好了，可是又怕他营养不够，请问只要不吃蛋黄跟海鲜，就能真的避免高血脂吗？
5446,长辈高血脂什么班
5449,长辈高血脂怎么办
5452,高血脂能吃蛋黄吗
5455,不吃蛋黄和海鲜就能防止高血脂吗
5459,怎么避免高血脂
5462,避免吃蛋黄和海鲜，能否确保不长高血脂
5466,"运动后，该怎么吃？
"
5470,运动完可以吃什么
5474,给我推荐已下运动完可以吃什么
5478,给我推荐下运动完可以吃什么
5482,健身后吃什么好
5485,运动后如何饮食搭配
5494,移動旅遊
5499,"运动后一定要吃蛋白质吗？在断食怎么办？
"
5504,为什么运动后一定要吃蛋白质？在断食怎么办？
5508,运动后要怎么补充蛋白质？在断食该怎么吃？
5512,我在断食中，运动后如何正确补充蛋白质
5516,在断食的情况下运动后补充蛋白质
5525,健完身后一定要吃蛋白质吗？会影响我断食吗？
5529,"运动后可以只吃色拉吗？
"
5533,运动后只吃色拉可以吗？
5537,运动后吃色拉可以补充能量吗
5541,运动后不吃蛋白质，吃色拉可以吗？
5545,综合维他命的功效与作用有哪些？
5548,运动后吃色拉可以减肥吗？
5552,孕期补充充综合维他命的益处有什么？
5557,综合维他命的功效与作用？
5560,运动后不吃主食吃色拉可以减脂吗？
5561,孕期可以不补充综合维他命吗？
5568,综合维他命包含什么？
5571,孕期孕妇需要补充什么维他命？
5574,"Natalia
"
