,message
19134,請問心臟病孩童需要減少食用什麼
19145,請問青少年增高期要攝取什麼？
19150,孩童長高期需要多少攝取什麼？
19151,多喝大骨汤才能补钙？
19154,請問我74歲該如何減重？164公分80公斤
19157,這不是我想知道的問題
19173,感谢
19174,如何控制血壓我喜歡甜點會影響嗎！
19177,正在服用降血压药的人士有甚么饮食注意事项？
19181,我肚子痛
19184,腸胃不舒服怎麼辦
19202,我想瘦胸部
19205,請問更年期的燥熱到底會持續多久？可以怎麼改善啊？
19209,我是一個52歲的媽媽，請問一下我的早餐應該吃什麼比較健康？
19212,可以直接告訴我早餐吃的項目嗎
19216,因為睡眠品質不好，所以代謝不好很常水腫，請問應該怎麼辦？
19237,如何降低血壓？
19239,吃太飽肚子痛
19242,吃太飽肚子脹氣
19245,吃太多脹氣舒緩
19248,肚子痛怎麼辦
19254,吃太飽肚子帳
19257,容易肚子餓怎麼辦
19260,吃太飽肚子脹痛
19266,吃什麼不容易餓
19269,減肥菜單
19287,肚子痛
19305,請問怎麼降低經前水腫？
19308,生理期可以运动吗？生理期间适合减重吗？
19311,生理期排毒飲食建議
19317,請問高血壓患者飲食要注意哪些？
19331,高血壓可以不吃早餐嗎
19339,代糖對身體有什麼不好嗎？
19345,什麼是低糖水果
19352,糖尿病病人飲食怎麼控制
19356,牙口不好如何攝取蛋白質
19359,运动后一定要吃蛋白质吗？在断食怎么办？
19363,运动后的「黄金补充期」是什么？
19371,請問你們有生成式AI的產品嗎
19375,亲少年减肥
19380,5岁前
19392,孩童应该如何减重?
19442,https://lin.ee/bq6fzrf
19446,AI智能客服簡介
19461,洗衣機推薦
19463,洗碗機積水
19467,在哪邊製造的
19472,请问刚怀孕适合吃什么营养品?
19476,刚刚怀孕的人适合吃什么保健食品?
19480,加入會員有什麼好處? 如何註冊?
19482,加入會員的好處? 忘記密碼怎麼辦
19485,請問妳們的服務時間
19489,请问孩童应该怎样减重?
19504,能否告诉我小孩BMI标准的具体数值
19507,请问我刚怀孕，钙需要补充多少?
19510,怀孕的时后有什么东西不能吃?
19513,空氣清淨機可以過濾甲醛嗎
19524,甚麼可以過濾甲醛
19527,空氣清淨機可以過濾甲醛嗎？
19529,濾網可以回收嗎？
19531,吸塵器發出臭味怎麼辦？
19539,哪些人应该避免间歇性断食
19542,糖尿病的人可以间歇性断食妈?
19545,得舒饮食法降压效果可信吗
19555,孕期能喝含咖啡因的饮料吗
19558,孕妇可否吃生鱼片、生菜、泡菜
19561,生理期可以运动吗？
19573,ㄏㄞ
19576,ㄓㄜ
19578,這服務有點爛
19586,吸塵器會發出臭味嗎？
19588,哪個家電會發出臭味
19592,我的吸塵器有臭味耶
19594,吸塵器吸力比較
19596,所以哪個好?
19598,吸塵器吸力哪個比較好?
19600,那推薦哪一個?
19602,胺基酸是什么成份? 
19606,摄取胺基酸会增重吗？
19609,ㄏㄚ
19610,食物与保健品中的胺基酸有何不同
19617,ㄌㄩ
19619,濾杯髒
19622,该摄取哪些食物来获得人体必需的胺基酸营养呢? 
19630,產品壞掉
19633,11111111111111111111
19637,鏟ㄆㄧㄣ
19639,鏟品
19643,ㄆ
19650,ㄆㄧㄣ
19652,品
19655,ㄐㄧㄚ
19657,家奠
19669,鏟
19674,甲醛
19676,假
19681,ㄆㄧㄣˇ
19683,减少热量摄入就能成功减肥吗
19694,吸塵器好臭
19696,為什麼吸塵器不會動
19699,無線吸塵器無法充電怎麼辦？
19706,你們的AI服務提供甚麼
19709,不想用
19712,ㄒㄧ
19714,吸塵器ㄅㄨ
19719,吸塵器ㄨㄟ
19722,吸塵器為什麼不動
19736,吃东西快慢会影响胖瘦吗?
19743,哪台吸塵器推薦
19749,產地
19751,哪一台吸塵器吸力比較強？
19754,11
19756,11.
19758,咖啡
19760,咖啡濾杯
19763,咖啡濾杯如何清潔？
19766,智能文字機器人功能介紹
19773,有做過家電業機器人？
19778,chatbot的功能介紹
19780,多元關卡設計是如何使用？
19782,flowchat的功能有那些？
19792,吹風機過熱
19794,費用多少？
19801,Telligent 3.0 管理帳號 增加一席多少錢
19804,管理帳號 增加一席多少錢
19812,洗碗機有積水怎麼辦
19817,测试
19821,请问我刚怀孕 建议吃什么
19826,"还有其他答案吗?
"
19828,"我想發問
"
19838,"还有孕妇不能吃什么食物？
"
19843,"""我有糖尿病，有什麼東西不能吃?
""
"
19848,如何學習專業知識說話技巧
19850,"糖尿病吃什麼藥有幫助?
"
19858,"我有便祕該怎麼辦?
"
19861,"補充鉀可以幹嘛?
"
19864,補充鉀可以幹嘛
19868,"小朋友怎麼減肥?
"
19873,"BMI
"
19876,"青少年减重标准
"
19881,"您好我想詢問
"
19882,"我要問商品
"
19885,"請問如何計算BMI
"
19888,"请问孩童应该如何减重?
"
19890,"請問孩童有心臟問題該如何減重
"
19893,"能否告诉我小孩BMI标准的具体数值
"
19903,產品在哪生夜
19906,產品在哪裡生產的?
19908,中國生產的是哪些小型家電
19910,吸塵器有燒焦味
19912,請問有提供預約服務嗎
19915,在哪邊製造的?
19917,吸塵器臭臭的怎麼辦
19922,小時投不小心掉進空氣清淨雞  怎麼辦
19925,保固兩年嗎
19927,維修進度怎麼查詢?
19929,有髒東西調進清淨基  怎辦
19932,吸塵器清潔
19935,有髒東西調進清淨機 怎辦
19940,吸塵器電池很快沒電  要送回原廠嗎
19943,品故障如何處理？
19951,吸塵器臭死了
19959,結束對話是什麼
19965,My food intake is directly proportional to the amount of exercise I do. What should I do if I gain weight despite exercising a lot?
19972,What should I do if I gain weight despite exercising a lot?
19977, directly proportional to the amount of exercise
19980,How much exercise needed per week to lose weight?
20001,益生菌和乳酸菌的差别?
20009,请问可以帮我转真人吗?
20027,Tonii跟GPT的差別是什麼
20048,產品產地在哪裡？
20060,產地在哪裡？
20062,冷氣壞了怎麼辦
20064,咖啡機壞了怎麼辦
20067,"1.產品故障如何處理？
2.申請安裝／維修人員何時會來？
3.維修費用多少？
4.如何查詢維修進度？
5.如何預約維修？
6.如何預約安裝？
7.安裝／維修／換機後還是有問題怎麼辦？
8.哪一台吸塵器吸力比較強？
9.吸塵器發出臭味怎麼辦？
10.無線吸塵器無法充電怎麼辦？
11.咖啡濾杯如何清潔？
12.半自動咖啡機如何清潔？
13.維修／換機後保固期如何計算？
14.沒有購買證明／註冊產品還有保固嗎？
15.如何註冊產品保固？
16.產品保固期限？
17.洗碗機洗完後有積水怎麼辦？
18.洗碗機洗不乾淨怎麼辦？
19.洗碗機裡面脫膠／溢膠怎麼辦？
20.洗碗機洗完後殘留泡泡怎麼辦？
21.空氣清淨機出風口可以拆洗嗎？
22.空氣清淨機可以過濾甲醛嗎？
23.空氣清淨機可以消除異味嗎？
24.異物掉進空氣清淨機裡面怎麼辦？
25.{各式家電}產品介紹與規格說明？
26.如何挑選適合家電？
27.如何下載產品使用手冊？
28.產品產地在哪裡？"
20070,{各式家電}產品介紹與規格說明？
20072,洗衣機產品介紹與規格說明？
20074,咖啡機產品介紹與規格說明？
20076,冷氣產品介紹與規格說明？
20080,我想預約安裝
20084,要跟誰預約
20096,我的手機有問題
20099,洗衣機不會動
20101,登錄保固
20104,哪台吸塵器比較強？
20109,空氣清淨機可以消除異味嗎
20112,HI
20114,清淨機壞了
20123,如何約維修
20125,"1. 9841947113
2. bad sys
3. trisan"
20127,"1.9841947113
2.系統不好
3. 特里桑"
20139,故障
20142,新品瑕疵怎麼辦？
20159,可以串IG嗎?
20163,壞掉了該怎麼報修?
20166,產品故障如何處理？
20168,洗衣機沒電
20170,洗衣機不會運轉
20175,hi ~想詢問客人機器人有什麼功能
20178,今天天氣如何~
20180,今天有地震嗎
20183,你會生氣嗎？
20192,"AI全通路智能對話-基本方案
有哪些功能"
20201,串接渠道有哪些
20205,客戶人數有上限嗎
20206,網訊平台可以支援品牌的會員制度嗎？
20212,產品有哪些
20215,現在與我對話機器人是什麼方案
20220,ＪＯ
20222,"Telligent 3.0 管理帳號 增加一席多少錢
"
20224,"管理帳號 增加一席多少錢
"
20228,"有做過家電業機器人？
"
20229,"智能文字機器人功能介紹
"
20232,"""請問聊天機器人部分可以連接的平台有哪些?

Line/FB/IG/Tiktok/youtube/Google商店這些有嗎?""
"
20235,"""
費用與其他家有甚麼差別""
"
20243,費用與其他家有甚麼差別
20244,費用與其他家有甚麼差別??
20250,哩厚
20252,我想找人
20258,你有真人嗎
20260,我要找客服
20263,真人客服在哪裡
20266,你聽不懂
20269,想一想在回答啦
20272,我找一種可能
20277,性價比如何
20278,補習班怎麼用
20281,我是一間補習班
20284,行動網路
20287,困哈星
20289,哈瑪斯
20291,新工作方法
20294,44512
20299,地震！！
20302,ㄗㄣ
20304,怎麼購買
20308,如何訂購產品／配件耗材？
20309,德益
20311,魚油
20315,洗碗機會有殘留物嗎？
20318,自我評語
20320,工作上自我評語
20333, 8888
20340,我想查詢
20348,測試圖文排序
20349,004
20350,有沒有真人客服
20361,請問我維修电視何時可以取回?
20364,如何查詢維修進度？
20374,半型英文 test
20377,全型英文ｔｅｓｔ
20381,半型英文ｔｅｓｔ
20383,JOTEST
20394,網訊AI技術是用什麼
20399,"網訊ＡＩ技術是用什麼
"
20404,語音Chatbot
20407,語音Ｃｈａｔｂｏｔ
20425,有真人
20433,網訊會把我們的對話資料拿去訓練Chatbot嗎
20443,吸塵器保固多久
20447,測試半型flowvdsvsdv
20449,有支援IG嗎
20452,Chatbot支援IG嗎
20456,12dsvddvv測試半型flow
20458,Chatbot支援ＩＧ嗎
20462,冰箱保固
20467,你們AI技術是用什麼
20470,保固多久
20473,可以串ｔｅａｍｓ嗎
20479,可以串teams嗎
20482,Ｃｈａｔｂｏｔ使用的技術有哪些？
20487,機器人使用的技術有哪些？
20492,ＪＯＴＥＳＴ
20507,指定時間4/11_08:00
20509,延遲時間4/10_1小時
20511,指定時間4/11_08:30
20513,延遲時間4/10_1天
20517,安裝／維修／換機後還是有問題怎麼辦？
20521,還是有問題怎麼辦？
20524,／／還是有問題怎麼辦？
20531,腳踏車突然不冷了
20533,冷氣不冷
20535,維修費用多少？
20537,腳踏車維修費用多少？
20539,火車維修費用多少？
20541,原子彈維修費用多少？
20543,上班日星期四會晴天嗎
20545,平常日星期三會rainy嗎
20547,平常日Tuesday會rainy嗎
20549,上班日星期四會sunny嗎
20559,我家洗衣機壞了怎麼辦?
20564,維修費用多少?
20568,吸塵器發出臭味怎麼辦
20570,呼叫客服小姊姊
20573,支援哪些社群平台
20574,我要找客服！
20585,客服服務時間／聯絡資訊
20587,答案訊息種類
20645,智能中心特色?
20647,那溝通中心呢
20649,那電商中心呢
20653,溝通中心
20655,電商中心
20657,試用可以串接LINE嗎
20659,那微信呢?
20664,溝通呢
20677,我想請問一下哦
20681,你們的智能阿
20696,99999
20699,1123456
20703,智能第一通
20707,請教特約福利如何查詢
20713,推薦葉黃素
20716,諮詢營養師
20718,限會員
20721,有沒有推薦葉黃素
20729,為什麼方案那麼貴
20732,今天地震
20743,今天天氣如何
20746,我想要跟產品經理聯繫，
20749,如何聯繫洽談合作？
20752,飯店業
20757,妳是男生嗎?
20772,减重者每周需要多少运动量
20790,打招呼
20793,有人没
20797,有販售葉黃素嗎
20802,20240229test
20813,jacky測試
20819,进食时应该注意哪些小技巧
20823,能否介绍一下小孩子的BMI标准
20833,!b?b?b?????
20838,到期????
20849,電器壞了
20852,我家電器壞了怎麼辦
20855,電視壞掉怎麼辦
20858,我家電視壞了
20861,超過寶故怎麼辦
20864,星品瑕疵怎麼辦
20866,產品寶故
20868,產品寶故怎麼森請
20870,我想申請寶故
20873,產品超過寶故怎麼辦
20877,想維修要找誰
20884,吸塵器怪怪的
20890,招呼
20893,農藥
20894,病蟲害防治
20895,水稻徒長病
20900,水稻病蟲害
20903,如何防治病蟲害
20904,我想知道怎麼請假
20905,什麼時候休息
20907,怎麼請假
20909,請假時數如何計算
20916,您好我想知道你的服務
20919,ai機器人
20922,你又猜
20925,你好可愛
20927,你有好朋友嗎？
20930,789
20943,水稻徒長病對於撲克拉(日產)是否已經產稱抗病性
20946,請教有關於水稻徒長病無法控制的相關問題
20947,台南11號
20948,欄位中的「竹」是竹筍嗎？
20949,何種農藥可用於住宅所生長之雀榕？ 
20951,馬拉松可以和蓋普丹混合使用嗎
20954,馬拉松可以和氟比拔克殺菌劑混合使用嗎
20958,殺菌劑可以混合使用嗎
20959,氟比拔克殺菌劑可以混其他藥劑嗎
20960,住宅的雀榕要用什麼農藥
20962,雀榕要用什麼農藥
20963,我可以用什麼農藥
20964,我想使用農藥申請
20965,草莓要用什麼農藥
20966,如何檢驗農藥殘留
20967,草苺與番茄想檢驗農藥殘留
20968,山上的水不知有否污染
20969,農藥代噴人員共同科目考試通
20970,如何索取考試通過證明？ 
20974,有藥物防治嗎？ 
20993,你是做什麼的
20996,你有什麼功能
21013,公司有哪些產品
21016,網訊提供什麼服務／產品？
21025,何種農藥可用於住宅雀榕？ 
21027,4115
21028,家中種植雀榕生病了如何防治
21031,服務報修
21036,維修費用
21038,維休肺用多少
21041,維修肺用
21043,產品保固期限？
21045,產品寶固期線？
21047,我家吸塵器壞掉了，怎麼辦
21052,我家西沈器壞掉了怎麼辦
21055,西塵器壞掉怎麼辦
21058,吸塵器壞掉
21061,如何處理產品故障？
21063,西塵器 沒電
21069,测试开始
21074,结束测试
21078,我有問題要問
21084,好多問題
21087, 說說話
21089,問問題
21093,孕婦能吃B群嗎?
21098,测试结束
21108,嗯嗯嗯嗯
21114,77777
21125,如何查詢保固時間
21130,推薦哪個品牌
21134,價錢怎麼算
21137,機器人價錢怎麼算
21146,測試卡片輪播貼標--test
21151,web渠道--test
21153,0003
21157,全型空白　TEST
21159,全型空白 TEST
21163,學習英文Grape，學習中文葡萄
21165,學習英文Landscape，學習中文孔径
21167,學懂英文Aperture，學會斗篷
21169,學會英文Aperture，學會中文斗篷
21171,學到英文Capes，學到中文斗篷
21173,學到英文Grape，學到中文斗篷
21175,學會英文Escape，學會中文逃避
21177,學會英文Escape，學會中文斗篷
21179,網站頁面試用
21186,有平台操作教學嗎？
21190,"我想要跟產品經理聯繫，
"
21193,"今天地震
"
21194,學懂英文Grape，學懂中文孔径
21197,學習英文Grape，學習中文逃避
21199,學習英文Grape，學習中文猿
21201,學習英文Grape，學習中文 猿
21203,學習英文Ape，學習中文猿
21207,試用如何串接
21210,如何串接API應用？
21213,學習英文Scraped，學習中文猿
21215,學習英文Shape，學習中文剪贴簿
21217,學習英文Grape ，學習中文葡萄
21219,學到英文Grape ，學到中文斗篷
21222,學到英文Grape，學到中文形状
21224,測試文字訊息
21229,.
21244,前天老麥想吃McRib ，中文是麥香骨
21246,前天老麥想吃Double Cheeseburger，中文是雙層起司漢堡
21248,前天老麥想吃Filet-O-Fish，中文是雙層起司漢堡
21250,今天老麥想吃McDouble ，中文是麥香骨
21252,明天老麥想吃Filet-O-Fish，中文是大麥克
21255,後天老麥想吃Filet-O-Fish，中文是大麥克
21261,後天老麥想吃Double Cheeseburger，中文是麥克雙層
21273,這星期老麥想吃McChicken ，中文是麥香骨
21275,今天老麥想吃Hamburger，中文是漢堡包
21283,產品保固期限
21285,如何挑選
21292,TT
21305,忘了
21311,個人中心
21313,個人中心在哪
21317,忘記登入密碼
21319,忘記交易密碼
21321,密碼
21325,如何【变更密码】?
21327,忘记【交易密码】怎么办?
21329,忘记【登入密码】怎么办?
21336,我是Jo
21338,查詢天氣
21347,我喜歡你
21349,你會唱歌嗎
21351,有早鳥方案嗎
21355,您好~想詢問CRM系統
21358,方便有專人聯繫嗎?
21362,洗碗機壞了
21365,他不會動
21370,不會動
21373,電源燈不亮
21376,小熊軟糖
21405,無法登入
21439,"""小朋友怎麼減肥?"
21441,"""BMI
""
"
21454,忘记登入密码怎么办?
21456,忘记交易密码怎么办?
21470,地址
21473,客服聯絡資訊
21475,經濟部會展專案辦公室地址與連絡方式
21483,加入會員有什麼好處
21489,是否可更改购宝昵称
21494,忘记购宝账号怎么办?
21500,你有名字嗎？
21503,我想問你幾歲，會做什麼？
21506,請問過保之後維修要如何計費
21511,你們維修要14個工作日，也未免太久了
21516,台灣鯛
21518,200尾
21532,網訊創辦人
21535,老闆是誰
21539,你們主要產品是什麼
21546,除了機器人呢？
21552,有其他機器人嗎？
21558,請問營業時間？
21560,金目鱸
21564,越快越好，如果星期一前能到貨更好
21565,有金目鱸嗎？
21566,金目鱸現在有嗎？
21567,現在有什麼魚？
21571,魚
21572,對
21573,現有魚種
21577,商家位置
21581,魚死了
21583,少魚
21586,謝謝你
21588,現有魚種及售價
21596,"請問我剛懷孕，建議吃什麼?
"
21602,熱銷魚種有哪些
21604,有賣魚網嗎？
21606,狗
21608,貓
21610,礦泉水
21614,"请问我刚怀孕，适合吃什么?
"
21617,可以問營養相關的問題嗎
21621,"孕婦還有什麼不能吃的嗎?
"
21635,紅尼羅
21642,孕婦能吃B群嗎
21645,孕期多补充维他命B群才能改善孕吐?
21650,孕期需要补充哪些营养素
21653,有賣零件自己修嗎?
21674,syuen
21681,"I've been trying hard to eat a vegetarian diet, why am I still not losing weight?"
21685,Can eating meal replacements really lead to weight loss?
21690,Is it okay for me to purchase weight loss pills and use them independently?
21695,Is it not allowed to eat starch during the weight loss period?
21700,"Will lose weight very quickly by not eating anything?
"
21705,"What is Polycystic Ovary Syndrome (PCOS)? Is it related to obesity?
"
21710,"Are pregnant women who are overweight more likely to give birth to overweight babies?
"
21715,What are the recommended standards and principles for nutrient intake during pregnancy?
21721,"Prevention and treatment of gestational diabetes and its effects.
"
21727,"Do formula-fed babies have increased risk of obesity?
"
21731,"How often are children and adolescents screened for health status?
"
21735,"What are the effects of being overweight and obese to children's health later in life?
"
21739,"Is obesity related to the environment?
"
21743,"Is diabetes contagious or genetic?
"
21746,"Is diabetes curable?
"
21750,"Are there any remedy for the treatment of diabetes?
"
21754,"Can Traditional Chinese Medicine (TCM) treat diabetes?
"
21757,"Does the sugar in fruits affect the blood sugar?
"
21760,"Can you get off of insulin once you start the treatment?
"
21764,What should I do if I gain weight even if I drink water?
21768,drinking water really cause weight gain?
21772,What are the benefits of drinking water?
21776,How many water should I drink every day?
21780,why should we drink more water?
21785,eat more veggie can lose weight?
21790,What's the ingredient included in vegetarian food?
21794,what is the relationship between vegetarianism and weight?
21798,what is the relationship between vegetarianism and obesity?
21802,"Im a vegan, why an i not losing weight?"
21806,Can meal replacements help me lose weight?
21811,meal replacements really help weight loss?
21816,is meal replacement the only way to lose weight?
21821,if i stop mael replacement I will regain weight?
21826,meal replacement harmful to body health?
21831,Is exercising on an empty stomach faster for losing weight?
21836,"Will taking diet pills lead to regain weight?
"
21841,Will taking weight loss pills effects to our health?
21846,differences between meal replacements and diet pills?
21851,Can I eat rice be eaten during diet?
21856,Can I eat rice during diet?
21861,eating carboh lead to regain weight
21864,can eat noodles while diet?
21869,What can i eat if i want to lose weight?
21874,eating starch will cause easy to gain weight?
21879,drink more water will help weight loss?
21884,eat more veggie help with weight loss?
21889,does meal eaten in regular time will avoid weight gain
21892,I have to eat meal replacements to lose weight?
21897,Can I lose weight quickly by not eating anything?
21902,What is PCOS
21907,PCOS related to obesity?
21912,Is there a connection between ovarian dysfunction and obesity?
21917,How to improve PCOS
21922,What are the symptoms of PCOS?
21927,if mummy overweight more likely to give birth to overweight babies?
21932,what are the side effects if pregnant women Nutritional Excess?
21938,any Prevention Strategies if pregnant women overweight?
